Mod:Item:MetaData, Localized Name
botania:lightrelay:0, Luminizer
botania:lightrelay:1, Detector Luminizer
botania:lightrelay:2, Fork Luminizer
botania:lightrelay:3, Toggle Luminizer
botania:lightlauncher, tile.lightLauncher.name
botania:manabomb, tile.manaBomb.name
botania:cacophoniumblock, tile.cacophoniumBlock.name
botania:bellows, Arcane Bellows
botania:bifrostperm, tile.bifrostPerm.name
botania:cellblock, tile.cellBlock.name
botania:redstringinterceptor, tile.redStringInterceptor.name
botania:corporearetainer, tile.corporeaRetainer.name
botania:teruterubozu, tile.teruTeruBozu.name
botania:shimmerrock, tile.shimmerrock.name
botania:shimmerwoodplanks, tile.shimmerwoodPlanks.name
botania:avatar, tile.avatar.name
botania:altgrass:0, Dry Grass
botania:altgrass:1, Golden Grass
botania:altgrass:2, Vivid Grass
botania:altgrass:3, Scorched Grass
botania:altgrass:4, Infused Grass
botania:altgrass:5, Mutated Grass
botania:animatedtorch, tile.animatedTorch.name
buildinggadgets:buildingtool, Building Gadget
buildinggadgets:exchangertool, Exchanging Gadget
buildinggadgets:copypastetool, Copy-Paste Gadget
buildinggadgets:templatemanager, Template Manager
buildinggadgets:template, Template
buildinggadgets:destructiontool, Destruction Gadget
buildinggadgets:constructionblock_dense, Dense Construction Block
buildinggadgets:constructionblock, Construction Block
buildinggadgets:constructionblockpowder, Construction Block Powder
buildinggadgets:constructionpaste, Construction Paste
buildinggadgets:construction_chunk_dense, Dense Construction Chunk
buildinggadgets:constructionpastecontainer, Paste Container
buildinggadgets:constructionpastecontainert2, Paste Container T2
buildinggadgets:constructionpastecontainert3, Paste Container T3
buildinggadgets:constructionpastecontainercreative, Creative Paste Container
capsule:capsulemarker, Capture Base
capsule:capsule:0, §rEmpty Capsule
capsule:capsule:0, §rEmpty Capsule
capsule:capsule:0, §rEmpty Capsule
capsule:capsule:0, §rEmpty Capsule
capsule:capsule:0, §rEmpty Capsule
capsule:capsule:0, §rEmpty Capsule
capsule:capsule:0, §rEmpty Capsule
capsule:capsule:3, §r«§oTraveller's Base§r» Blueprint
capsule:capsule:3, §rUnlabeled Blueprint
capsule:capsule:3, §r«§oDarkcobble Wall§r» Blueprint
capsule:capsule:3, §r«§oIe-alloysmelter§r» Blueprint
capsule:capsule:3, §r«§oIe-metalpress§r» Blueprint
capsule:capsule:3, §r«§oIe-autoworkbench§r» Blueprint
capsule:capsule:3, §r«§oIe-cokeoven§r» Blueprint
capsule:capsule:3, §r«§oIt-steamturbine§r» Blueprint
capsule:capsule:3, §r«§oIe-blastfurnaceadvanced§r» Blueprint
capsule:capsule:3, §r«§oDarkcobble Corner§r» Blueprint
capsule:capsule:3, §r«§oIe-silo§r» Blueprint
capsule:capsule:3, §r«§oIe-blastfurnace§r» Blueprint
capsule:capsule:3, §r«§oIe-mixer§r» Blueprint
capsule:capsule:3, §r«§oIt-solarreflector§r» Blueprint
capsule:capsule:3, §r«§oIe-sheetmetaltank§r» Blueprint
capsule:capsule:3, §r«§oIt-boiler§r» Blueprint
capsule:capsule:3, §r«§oIt-alternator§r» Blueprint
capsule:capsule:3, §r«§oIe-dieselgenerator§r» Blueprint
capsule:capsule:3, §r«§oIe-crusher§r» Blueprint
capsule:capsule:3, §r«§oIe-arcfurnace§r» Blueprint
capsule:capsule:3, §r«§oDarkcobble Corner Tower§r» Blueprint
capsule:capsule:3, §r«§oIe-assembler§r» Blueprint
capsule:capsule:3, §r«§oDarkcobble Corner Tower Top§r» Blueprint
capsule:capsule:3, §r«§oChicken Cooker§r» Blueprint
capsule:capsule:3, §r«§oIe-lightningrod§r» Blueprint
capsule:capsule:3, §r«§oDarkcobble Gate§r» Blueprint
capsule:capsule:3, §r«§oIe-bottlingmachine§r» Blueprint
capsule:capsule:3, §r«§oIe-refinery§r» Blueprint
capsule:capsule:3, §r«§oIe-excavatordemo§r» Blueprint
capsule:capsule:3, §r«§oIe-squeezer§r» Blueprint
capsule:capsule:3, §r«§oIt-solartower§r» Blueprint
capsule:capsule:3, §r«§oIe-fermenter§r» Blueprint
capsule:capsule:2, §rUnlabeled Capsule
capsule:capsule:5, §rOne Use Empty Capsule
cathedral:cathedral_railing_various:0, Stone Railing
cathedral:cathedral_railing_various:1, Sandstone Railing
cathedral:cathedral_railing_various:2, Red Sandstone Railing
cathedral:cathedral_railing_various:3, Obsidian Railing
cathedral:cathedral_railing_various:4, Netherbrick Railing
cathedral:cathedral_railing_various:5, Quartz Railing
cathedral:cathedral_railing_various:6, Endstone Railing
cathedral:cathedral_railing_various:7, Packed Ice Railing
cathedral:cathedral_railing_various:8, Snow Railing
cathedral:cathedral_railing_various:9, Marble Railing
cathedral:cathedral_railing_various:10, Limestone Railing
cathedral:cathedral_railing_various:11, Basalt Railing
cathedral:cathedral_railing_various:12, Dwarven Railing
cathedral:cathedral_pillar_various:0, Stone Pillar
cathedral:cathedral_pillar_various:1, Sandstone Pillar
cathedral:cathedral_pillar_various:2, Red Sandstone Pillar
cathedral:cathedral_pillar_various:3, Obsidian Pillar
cathedral:cathedral_pillar_various:4, Netherbrick Pillar
cathedral:cathedral_pillar_various:5, Quartz Pillar
cathedral:cathedral_pillar_various:6, Endstone Pillar
cathedral:cathedral_pillar_various:7, Packed Ice Pillar
cathedral:cathedral_pillar_various:8, Snow Pillar
cathedral:cathedral_pillar_various:9, Marble Pillar
cathedral:cathedral_pillar_various:10, Limestone Pillar
cathedral:cathedral_pillar_various:11, Basalt Pillar
cathedral:cathedral_pillar_various:12, Dwarven Pillar
cathedral:cathedral_glass_stained:0, Fire Taijitu Cathedral Glass
cathedral:cathedral_glass_stained:1, Amber Rhombus Cathedral Glass
cathedral:cathedral_pane_stained:0, Fire Taijitu Cathedral Glass Pane
cathedral:cathedral_pane_stained:1, Amber Rhombus Cathedral Glass Pane
cathedral:cathedral_chain_various:0, Iron Chain
cathedral:cathedral_chain_various:1, Gold Chain
cathedral:cathedral_chain_various:2, Dwarven Chain
cathedral:cathedral_chain_various:3, Copper Chain
cathedral:cathedral_chain_various:4, Bronze Chain
cathedral:cathedral_chain_various:5, Silver Chain
cathedral:cathedral_chain_various:6, Enderium Chain
cathedral:deckprism:0, White Deck Prism
cathedral:deckprism:1, Orange Deck Prism
cathedral:deckprism:2, Magenta Deck Prism
cathedral:deckprism:3, Light Blue Deck Prism
cathedral:deckprism:4, Yellow Deck Prism
cathedral:deckprism:5, Lime Deck Prism
cathedral:deckprism:6, Pink Deck Prism
cathedral:deckprism:7, Gray Deck Prism
cathedral:deckprism:8, Light Gray Deck Prism
cathedral:deckprism:9, Cyan Deck Prism
cathedral:deckprism:10, Purple Deck Prism
cathedral:deckprism:11, Blue Deck Prism
cathedral:deckprism:12, Brown Deck Prism
cathedral:deckprism:13, Green Deck Prism
cathedral:deckprism:14, Red Deck Prism
cathedral:deckprism:15, Black Deck Prism
cathedral:cathedral_gargoyle_demon_stone, Stone Gargoyle
cathedral:cathedral_gargoyle_demon_sandstone, Sandstone Gargoyle
cathedral:cathedral_gargoyle_demon_redsandstone, Red Sandstone Gargoyle
cathedral:cathedral_gargoyle_demon_obsidian, Obsidian Gargoyle
cathedral:cathedral_gargoyle_demon_netherbrick, Netherbrick Gargoyle
cathedral:cathedral_gargoyle_demon_quartz, Quartz Gargoyle
cathedral:cathedral_gargoyle_demon_endstone, Endstone Gargoyle
cathedral:cathedral_gargoyle_demon_packedice, Packed Ice Gargoyle
cathedral:cathedral_gargoyle_demon_snow, Snow Gargoyle
cathedral:cathedral_gargoyle_demon_marble, Marble Gargoyle
cathedral:cathedral_gargoyle_demon_limestone, Limestone Gargoyle
cathedral:cathedral_gargoyle_demon_basalt, Basalt Gargoyle
cathedral:cathedral_gargoyle_demon_dwemer, Dwarven Gargoyle
cathedral:basalt_block_carved:0, Basalt Paver
cathedral:basalt_block_carved:1, Basalt Poison
cathedral:basalt_block_carved:2, Basalt Sunken Tile
cathedral:basalt_block_carved:3, Basalt Vault
cathedral:basalt_block_carved:4, Basalt Sunken
cathedral:basalt_block_carved:5, Basalt Knotted
cathedral:basalt_slab_carved:0, Basalt Raw Slab
cathedral:basalt_slab_carved:1, Basalt Small Tiles Slab
cathedral:basalt_slab_carved:2, Basalt Layers Slab
cathedral:basalt_slab_carved:3, Basalt Bricks Slab
cathedral:basalt_slab_carved:4, Basalt Small Bricks Slab
cathedral:basalt_slab_carved:5, Basalt Tiles Slab
cathedral:basalt_slab_carved:6, Basalt Bevelled Slab
cathedral:basalt_stairs_carved_raw, Basalt Stairs
cathedral:basalt_stairs_carved_smalltiles, Basalt Small Tiles Stairs
cathedral:basalt_stairs_carved_layers, Basalt Layers Stairs
cathedral:basalt_stairs_carved_bricks, Basalt Bricks Stairs
cathedral:basalt_stairs_carved_smallbricks, Basalt Small Bricks Stairs
cathedral:basalt_stairs_carved_tiles, Basalt Tiles Stairs
cathedral:basalt_stairs_carved_slabs, Basalt Slabs Stairs
cathedral:basalt_block_checkered:0, Checkered
cathedral:basalt_block_checkered:1, Checkered Border
cathedral:basalt_block_checkered:2, Checkered Small
cathedral:basalt_block_checkered:3, Checkered Tiles
cathedral:basalt_block_checkered:4, Checkered Small Tiles
cathedral:basalt_slab_checkered:0, Checkered Slab
cathedral:basalt_slab_checkered:1, Checkered Small Slab
cathedral:basalt_slab_checkered:2, Checkered Tiles Slab
cathedral:basalt_slab_checkered:3, Checkered Small Tiles Slab
cathedral:basalt_stairs_checkered_normal, Checkered Stairs
cathedral:basalt_stairs_checkered_small, Checkered Small Tiles Stairs
cathedral:basalt_stairs_checkered_tiles, Checkered Tiles Stairs
cathedral:basalt_stairs_checkered_tilessmall, Checkered Bricks Stairs
cathedral:dwemer_block_carved:0, Dwarven Embedded Plate
cathedral:dwemer_block_carved:1, Dwarven Bordered Pillar
cathedral:dwemer_block_carved:2, Dwarven Stone Altar
cathedral:dwemer_block_carved:3, Dwarven Carved Snake
cathedral:dwemer_block_carved:4, Dwarven Carved Figures
cathedral:dwemer_block_carved:5, Dwarven Reinforced Brick
cathedral:dwemer_block_carved:6, Dwarven Scale Pillar
cathedral:dwemer_block_carved:7, Dwarven Worm Gear
cathedral:dwemer_block_carved:8, Dwarven Ray Carving
cathedral:dwemer_block_carved:9, Dwarven Knot
cathedral:dwemer_block_carved:10, Dwarven Mask
cathedral:dwemer_block_carved:11, Dwarven Panel
cathedral:dwemer_block_carved:12, Dwarven Vent
cathedral:dwemer_light_normal:0, Dwarven Path Lighting
cathedral:dwemer_light_normal:1, Dwarven Burning Vent
cathedral:dwemer_light_normal:2, Dwarven Gaslit Vent
cathedral:dwemer_glass_normal:0, Dwarven Metal Fence
cathedral:dwemer_glass_normal:1, Dwarven Metal Ornate
cathedral:dwemer_bars_normal:0, Dwarven Metal Bars
cathedral:dwemer_bars_normal:1, Dwarven Metal Bars Ornate
cathedral:dwemer_bars_normal:2, Dwarven Metal Bars Footer
cathedral:dwemer_bars_normal:3, Dwarven Metal Bars Header
cathedral:dwemer_bars_normal:4, Dwarven Metal Bars Mask
cathedral:dwemer_bars_normal:5, Dwarven Metal Bars Rhombus
cathedral:dwemer_door_normal, Short Dwarven Door
cathedral:dwemer_door_tall, Tall Dwarven Door
cathedral:extras_block_stone:0, Stone Paver
cathedral:extras_block_stone:1, Stone Knot
cathedral:extras_block_stone:2, Stone Embedded
cathedral:extras_block_stone:3, Stone Pillar
cathedral:extras_block_stone:4, Stone Vault
cathedral:extras_block_stone:5, Stone Metal Knot
cathedral:extras_block_endstone:0, Endstone Paver
cathedral:extras_block_endstone:1, Endstone Checkered Tiles
cathedral:extras_slab_endstone:0, Endstone Raw Slab
cathedral:extras_slab_endstone:1, Endstone Small Tiles Slab
cathedral:extras_slab_endstone:2, Endstone Layers Slab
cathedral:extras_slab_endstone:3, Endstone Bricks Slab
cathedral:extras_slab_endstone:4, Endstone Small Bricks Slab
cathedral:extras_slab_endstone:5, Endstone Tiles Slab
cathedral:extras_slab_endstone:6, Endstone Slab
cathedral:extras_slab_endstone:7, tile.extras_slab_endstone.checkered.name
cathedral:extras_stairs_endstone_raw, Endstone Raw Stairs
cathedral:extras_stairs_endstone_smalltiles, Endstone Small Tiles Stairs
cathedral:extras_stairs_endstone_layers, Endstone Layers Stairs
cathedral:extras_stairs_endstone_bricks, Endstone Bricks Stairs
cathedral:extras_stairs_endstone_smallbricks, Endstone Small Bricks Stairs
cathedral:extras_stairs_endstone_tiles, Endstone Tiles Stairs
cathedral:extras_stairs_endstone_slabs, Endstone Slabs Stairs
cathedral:extras_stairs_endstone_checkered, Endstone Checkered Stairs
cathedral:claytile, Unfired Clay Tile
cathedral:firedtile, Fired Clay Tile
cathedral:roofing_shingles_natural, Natural Terracotta Roof
cathedral:roofing_block_natural, Natural Terracotta Block
cathedral:roofing_slab_natural, Natural Terracotta Slab
cathedral:roofing_shingles_white, White Terracotta Roof
cathedral:roofing_block_white, White Terracotta Block
cathedral:roofing_slab_white, White Terracotta Slab
cathedral:roofing_shingles_orange, Orange Terracotta Roof
cathedral:roofing_block_orange, Orange Terracotta Block
cathedral:roofing_slab_orange, Orange Terracotta Slab
cathedral:roofing_shingles_magenta, Magenta Terracotta Roof
cathedral:roofing_block_magenta, Magenta Terracotta Block
cathedral:roofing_slab_magenta, Magenta Terracotta Slab
cathedral:roofing_shingles_light_blue, Light Blue Terracotta Roof
cathedral:roofing_block_light_blue, Light Blue Terracotta Block
cathedral:roofing_slab_light_blue, Light Blue Terracotta Slab
cathedral:roofing_shingles_yellow, Yellow Terracotta Roof
cathedral:roofing_block_yellow, Yellow Terracotta Block
cathedral:roofing_slab_yellow, Yellow Terracotta Slab
cathedral:roofing_shingles_lime, Lime Terracotta Roof
cathedral:roofing_block_lime, Lime Terracotta Block
cathedral:roofing_slab_lime, Lime Terracotta Slab
cathedral:roofing_shingles_pink, Pink Terracotta Roof
cathedral:roofing_block_pink, Pink Terracotta Block
cathedral:roofing_slab_pink, Pink Terracotta Slab
cathedral:roofing_shingles_gray, Gray Terracotta Roof
cathedral:roofing_block_gray, Gray Terracotta Block
cathedral:roofing_slab_gray, Gray Terracotta Slab
cathedral:roofing_shingles_silver, Light Gray Terracotta Roof
cathedral:roofing_block_silver, Light Gray Terracotta Block
cathedral:roofing_slab_silver, Light Gray Terracotta Slab
cathedral:roofing_shingles_cyan, Cyan Terracotta Roof
cathedral:roofing_block_cyan, Cyan Terracotta Block
cathedral:roofing_slab_cyan, Cyan Terracotta Slab
cathedral:roofing_shingles_purple, Purple Terracotta Roof
cathedral:roofing_block_purple, Purple Terracotta Block
cathedral:roofing_slab_purple, Purple Terracotta Slab
cathedral:roofing_shingles_blue, Blue Terracotta Roof
cathedral:roofing_block_blue, Blue Terracotta Block
cathedral:roofing_slab_blue, Blue Terracotta Slab
cathedral:roofing_shingles_brown, Brown Terracotta Roof
cathedral:roofing_block_brown, Brown Terracotta Block
cathedral:roofing_slab_brown, Brown Terracotta Slab
cathedral:roofing_shingles_green, Green Terracotta Roof
cathedral:roofing_block_green, Green Terracotta Block
cathedral:roofing_slab_green, Green Terracotta Slab
cathedral:roofing_shingles_red, Red Terracotta Roof
cathedral:roofing_block_red, Red Terracotta Block
cathedral:roofing_slab_red, Red Terracotta Slab
cathedral:roofing_shingles_black, Black Terracotta Roof
cathedral:roofing_block_black, Black Terracotta Block
cathedral:roofing_slab_black, Black Terracotta Slab
chickens:colored_egg:15, Bone White Chicken Egg
chickens:colored_egg:4, Lapis Blue Chicken Egg
chickens:colored_egg:0, Ink Black Chicken Egg
chickens:colored_egg:13, Magenta Chicken Egg
chickens:colored_egg:10, Lime Chicken Egg
chickens:colored_egg:11, Yellow Chicken Egg
chickens:colored_egg:5, Purple Chicken Egg
chickens:colored_egg:2, Cactus Green Chicken Egg
chickens:colored_egg:7, Light Gray Chicken Egg
chickens:colored_egg:12, Light Blue Chicken Egg
chickens:colored_egg:6, Cyan Chicken Egg
chickens:colored_egg:1, Red Chicken Egg
chickens:colored_egg:9, Pink Chicken Egg
chickens:colored_egg:14, Orange Chicken Egg
chickens:colored_egg:8, Gray Chicken Egg
chickens:colored_egg:3, Cocoa Brown Chicken Egg
chickens:spawn_egg:0, Bone White Chicken
chickens:spawn_egg:0, Lapis Blue Chicken
chickens:spawn_egg:0, Gunpowder Chicken
chickens:spawn_egg:0, Water Chicken
chickens:spawn_egg:0, Ink Black Chicken
chickens:spawn_egg:0, Iron Chicken
chickens:spawn_egg:0, Blaze Rod Chicken
chickens:spawn_egg:0, Log Chicken
chickens:spawn_egg:0, Emerald Chicken
chickens:spawn_egg:0, String Chicken
chickens:spawn_egg:0, Magenta Chicken
chickens:spawn_egg:0, Lime Chicken
chickens:spawn_egg:0, Prismarine Shard Chicken
chickens:spawn_egg:0, Prismarine Crystal Chicken
chickens:spawn_egg:0, Snowball Chicken
chickens:spawn_egg:0, Yellow Chicken
chickens:spawn_egg:0, Purple Chicken
chickens:spawn_egg:0, Cactus Green Chicken
chickens:spawn_egg:0, Nether Quartz Chicken
chickens:spawn_egg:0, Sand Chicken
chickens:spawn_egg:0, Light Gray Chicken
chickens:spawn_egg:0, Soul Sand Chicken
chickens:spawn_egg:0, Light Blue Chicken
chickens:spawn_egg:0, Glass Chicken
chickens:spawn_egg:0, Diamond Chicken
chickens:spawn_egg:0, Obsidian Chicken
chickens:spawn_egg:0, Ghast Tear Chicken
chickens:spawn_egg:0, Redstone Chicken
chickens:spawn_egg:0, Flint Chicken
chickens:spawn_egg:0, Cyan Chicken
chickens:spawn_egg:0, Red Chicken
chickens:spawn_egg:0, Ender Pearl Chicken
chickens:spawn_egg:0, Leather Chicken
chickens:spawn_egg:0, Nether Wart Chicken
chickens:spawn_egg:0, Pink Chicken
chickens:spawn_egg:0, Glowstone Chicken
chickens:spawn_egg:0, Coal Chicken
chickens:spawn_egg:0, Lava Chicken
chickens:spawn_egg:0, Smart Chicken
chickens:spawn_egg:0, Orange Chicken
chickens:spawn_egg:0, Clay Chicken
chickens:spawn_egg:0, Slime Chicken
chickens:spawn_egg:0, Magma Cream Chicken
chickens:spawn_egg:0, Gray Chicken
chickens:spawn_egg:0, Cocoa Brown Chicken
chickens:spawn_egg:0, Gold Chicken
chickens:liquid_egg:0, Water Egg
chickens:liquid_egg:1, Lava Egg
chickens:analyzer, Chicken Analyzer
chickens:henhouse, Henhouse
chickens:henhouse_acacia, Acacia Henhouse
chickens:henhouse_birch, Birch Henhouse
chickens:henhouse_dark_oak, Dark Oak Henhouse
chickens:henhouse_jungle, Jungle Henhouse
chickens:henhouse_spruce, Spruce Henhouse
chiseled_me:recalibrator, item.chiseled_me:recalibrator.name
chiseled_me:blue_star, Blue Nether Star
chiseled_me:pym_container, Pym Container
chiseled_me:pym_container_x, Hardened Pym Container
chiseled_me:pym_essence, Pym essence
chiseled_me:pym_essence_x, Concentrated Pym essence
chiseled_me:pym_essence_b, Antipolarized Concentrated Pym essence
chunkloaders:single_chunk_loader, Single Chunk Loader
chunkloaders:basic_chunk_loader, Basic Chunk Loader
chunkloaders:advanced_chunk_loader, Advanced Chunk Loader
chunkloaders:ultimate_chunk_loader, Ultimate Chunk Loader
comforts:sleeping_bag:0, White Sleeping Bag
comforts:sleeping_bag:1, Orange Sleeping Bag
comforts:sleeping_bag:2, Magenta Sleeping Bag
comforts:sleeping_bag:3, Light Blue Sleeping Bag
comforts:sleeping_bag:4, Yellow Sleeping Bag
comforts:sleeping_bag:5, Lime Sleeping Bag
comforts:sleeping_bag:6, Pink Sleeping Bag
comforts:sleeping_bag:7, Gray Sleeping Bag
comforts:sleeping_bag:8, Light Gray Sleeping Bag
comforts:sleeping_bag:9, Cyan Sleeping Bag
comforts:sleeping_bag:10, Purple Sleeping Bag
comforts:sleeping_bag:11, Blue Sleeping Bag
comforts:sleeping_bag:12, Brown Sleeping Bag
comforts:sleeping_bag:13, Green Sleeping Bag
comforts:sleeping_bag:14, Red Sleeping Bag
comforts:sleeping_bag:15, Black Sleeping Bag
comforts:hammock:0, White Hammock Cloth
comforts:hammock:1, Orange Hammock Cloth
comforts:hammock:2, Magenta Hammock Cloth
comforts:hammock:3, Light Blue Hammock Cloth
comforts:hammock:4, Yellow Hammock Cloth
comforts:hammock:5, Lime Hammock Cloth
comforts:hammock:6, Pink Hammock Cloth
comforts:hammock:7, Gray Hammock Cloth
comforts:hammock:8, Light Gray Hammock Cloth
comforts:hammock:9, Cyan Hammock Cloth
comforts:hammock:10, Purple Hammock Cloth
comforts:hammock:11, Blue Hammock Cloth
comforts:hammock:12, Brown Hammock Cloth
comforts:hammock:13, Green Hammock Cloth
comforts:hammock:14, Red Hammock Cloth
comforts:hammock:15, Black Hammock Cloth
comforts:rope, Rope and Nail
compactmachines3:tunnel, Tunnel
compactmachines3:redstonetunnel, Redstone Tunnel
compactmachines3:wall, Solid Compact Machine Wall
compactmachines3:wallbreakable, Compact Machine Wall
compactmachines3:machine:0, Tiny Compact Machine
compactmachines3:machine:1, Small Compact Machine
compactmachines3:machine:2, Normal Compact Machine
compactmachines3:machine:3, Large Compact Machine
compactmachines3:machine:4, Giant Compact Machine
compactmachines3:machine:5, Maximum Compact Machine
compactmachines3:fieldprojector, Miniaturization Field Projector
compactmachines3:psd, Personal Shrinking Device
compactmachines3:tunneltool, Tunnel
compactmachines3:redstonetunneltool, Redstone Tunnel
cookingforblockheads:cooking_table, Cooking Table
cookingforblockheads:oven, Oven
cookingforblockheads:fridge, Fridge
cookingforblockheads:sink, Sink
cookingforblockheads:tool_rack, Tool Rack
cookingforblockheads:toaster, Toaster
cookingforblockheads:milk_jar, Milk Jar
cookingforblockheads:cow_jar, Cow in a Jar
cookingforblockheads:spice_rack, Spice Rack
cookingforblockheads:counter, Kitchen Counter
cookingforblockheads:cabinet, Kitchen Cabinet
cookingforblockheads:corner, Kitchen Corner
cookingforblockheads:kitchen_floor, Kitchen Floor
cookingforblockheads:fruit_basket, Fruit Basket
cookingforblockheads:cutting_board, Cutting Board
cookingforblockheads:recipe_book:0, Cooking for Blockheads
cookingforblockheads:recipe_book:1, Cooking for Blockheads I
cookingforblockheads:recipe_book:2, Cooking for Blockheads II
cookingforblockheads:heating_unit, Heating Unit
cookingforblockheads:ice_unit, Ice Unit
cookingforblockheads:preservation_chamber, Preservation Chamber
darkutils:trap_move, Vector Plate
darkutils:trap_move_fast, Fast Vector Plate
darkutils:trap_move_hyper, Extreme Vector Plate
darkutils:update_detector, Block Update Detector
darkutils:trap_tile:0, Poison Trap
darkutils:trap_tile:1, Weakness Trap
darkutils:trap_tile:2, Damage Trap
darkutils:trap_tile:3, Slowness Trap
darkutils:trap_tile:4, Flame Trap
darkutils:trap_tile:5, Wither Trap
darkutils:trap_tile:6, Maim Trap
darkutils:trap_tile:7, Player Trap
darkutils:trap_anchor, Anchor Plate
darkutils:sneaky, Sneaky Block
darkutils:sneaky_lever, Sneaky Lever
darkutils:sneaky_ghost, Sneaky False Block
darkutils:sneaky_torch, Sneaky Torch
darkutils:sneaky_obsidian, Sneaky Obsidian
darkutils:sneaky_plate, Sneaky Pressure Plate
darkutils:sneaky_bedrock, Sneaky Bedrock
darkutils:sneaky_button, Sneaky Button
darkutils:shulker_pearl, Shulker Pearl
darkutils:pearl_block:0, Pearl Block
darkutils:pearl_block:1, Pearl Brick
darkutils:pearl_block:2, Carved Pearl Block
darkutils:pearl_block:3, Chiseled Pearl Block
darkutils:timer, Timer
darkutils:monolith:0, Monolith of Experience
darkutils:monolith:1, Monolith of Spawning
darkutils:filter:0, Mob Filter
darkutils:filter:1, Mob Filter
darkutils:filter:2, Mob Filter
darkutils:filter:3, Mob Filter
darkutils:filter:4, Mob Filter
darkutils:filter:5, Mob Filter
darkutils:filter:6, Mob Filter
darkutils:filter:7, Mob Filter
darkutils:filter:8, Mob Filter
darkutils:filter:9, Mob Filter
darkutils:filter:10, Mob Filter
darkutils:filter_inverted:0, Inverted Mob Filter
darkutils:filter_inverted:1, Inverted Mob Filter
darkutils:filter_inverted:2, Inverted Mob Filter
darkutils:filter_inverted:3, Inverted Mob Filter
darkutils:filter_inverted:4, Inverted Mob Filter
darkutils:filter_inverted:5, Inverted Mob Filter
darkutils:filter_inverted:6, Inverted Mob Filter
darkutils:filter_inverted:7, Inverted Mob Filter
darkutils:filter_inverted:8, Inverted Mob Filter
darkutils:filter_inverted:9, Inverted Mob Filter
darkutils:filter_inverted:10, Inverted Mob Filter
darkutils:lore_tag:0, §0Lore Tag
darkutils:lore_tag:1, §1Lore Tag
darkutils:lore_tag:2, §2Lore Tag
darkutils:lore_tag:3, §3Lore Tag
darkutils:lore_tag:4, §4Lore Tag
darkutils:lore_tag:5, §5Lore Tag
darkutils:lore_tag:6, §6Lore Tag
darkutils:lore_tag:7, §7Lore Tag
darkutils:lore_tag:8, §8Lore Tag
darkutils:lore_tag:9, §9Lore Tag
darkutils:lore_tag:10, §aLore Tag
darkutils:lore_tag:11, §bLore Tag
darkutils:lore_tag:12, §cLore Tag
darkutils:lore_tag:13, §dLore Tag
darkutils:lore_tag:14, §eLore Tag
darkutils:lore_tag:15, §fLore Tag
darkutils:grate, Item Grate
darkutils:fake_tnt, TNT
darkutils:ender_tether, Ender Tether
darkutils:ender_hopper, Ender Hopper
darkutils:ender_pearl_hopper, Pearled Ender Hopper
darkutils:slime_dyed:0, White Slime Block
darkutils:slime_dyed:1, Orange Slime Block
darkutils:slime_dyed:2, Magenta Slime Block
darkutils:slime_dyed:3, Light Blue Slime Block
darkutils:slime_dyed:4, Yellow Slime Block
darkutils:slime_dyed:5, Lime Slime Block
darkutils:slime_dyed:6, Pink Slime Block
darkutils:slime_dyed:7, Gray Slime Block
darkutils:slime_dyed:8, Light Gray Slime Block
darkutils:slime_dyed:9, Cyan Slime Block
darkutils:slime_dyed:10, Purple Slime Block
darkutils:slime_dyed:11, Blue Slime Block
darkutils:slime_dyed:12, Brown Slime Block
darkutils:slime_dyed:13, Green Slime Block
darkutils:slime_dyed:14, Red Slime Block
darkutils:slime_dyed:15, Black Slime Block
darkutils:material:0, Wither Dust
darkutils:material:1, Unstable Ender Pearl
darkutils:material:2, Dwindle Cream
darkutils:material:3, Dark Sugar
darkutils:wither_block:0, Wither Dust Block
darkutils:wither_block:1, Wither Dust Bricks
darkutils:wither_block:2, Carved Wither Dust Block
darkutils:wither_block:3, Chiseled Wither Dust Block
darkutils:wither_block:4, Corrupted Wither Dust Block
darkutils:wither_block:5, Checkered Wither Dust Block
darkutils:charm_agression, Aggression Charm
darkutils:focus_sash, Focus Sash
darkutils:charm_gluttony, Gluttony Charm
darkutils:charm_null, Null Charm
darkutils:charm_portal, Portal Charm
darkutils:charm_sleep, Sleep Charm
darkutils:anti_slime, Anti-Slime Block
mekanism:electricbow, Electric Bow
mekanism:dust:0, Iron Dust
mekanism:dust:1, Gold Dust
mekanism:dust:2, Osmium Dust
mekanism:dust:3, Copper Dust
mekanism:dust:4, Tin Dust
mekanism:dust:5, Silver Dust
mekanism:dust:6, Lead Dust
mekanism:ingot:0, Refined Obsidian Ingot
mekanism:ingot:1, Osmium Ingot
mekanism:ingot:2, Bronze Ingot
mekanism:ingot:3, Glowstone Ingot
mekanism:ingot:4, Steel Ingot
mekanism:ingot:5, Copper Ingot
mekanism:ingot:6, Tin Ingot
mekanism:nugget:0, Refined Obsidian Nugget
mekanism:nugget:1, Osmium Nugget
mekanism:nugget:2, Bronze Nugget
mekanism:nugget:3, Glowstone Nugget
mekanism:nugget:4, Steel Nugget
mekanism:nugget:5, Copper Nugget
mekanism:nugget:6, Tin Nugget
mekanism:energytablet, Energy Tablet
mekanism:speedupgrade, Speed Upgrade
mekanism:energyupgrade, Energy Upgrade
mekanism:filterupgrade, Filter Upgrade
mekanism:mufflingupgrade, Muffling Upgrade
mekanism:gasupgrade, Gas Upgrade
